site	location	review_title	review_date_original	review_rating	review_text
firstbottle	US	Great Company!	10 May 2023	Rated 5 out of 5 stars	I have used this company for couple of years and find them to be excellent in all aspects of wine delivery.  They have fair pricing, their delivery is timely and most importantly their ice pack delivery option provides good protection for wines during warmer timeframes  (I live in AZ).  I would highly recommend them.
